Date Index
2019-01-01 0.4158
2019-01-02 0.41395
2019-01-03 0.4125
2019-01-04 0.41045
2019-01-05 0.40905
2019-01-06 0.4071
2019-01-07 0.4051
2019-01-08 0.403
2019-01-09 0.401
2019-01-10 0.39875
2019-01-11 0.39625
2019-01-12 0.3933
2019-01-13 0.3904
2019-01-14 0.387
2019-01-15 0.3841
2019-01-16 0.3804
2019-01-17 0.377
2019-01-18 0.3733
2019-01-19 0.36925
2019-01-20 0.3649
2019-01-21 0.3604
2019-01-22 0.3563
2019-01-23 0.3515
2019-01-24 0.34625
2019-01-25 0.3413
2019-01-26 0.33605
2019-01-27 0.3307
2019-01-28 0.3257
2019-01-29 0.3206
2019-01-30 0.3152
2019-01-31 0.30985
2019-02-01 0.30445
2019-02-02 0.29965
2019-02-03 0.295
2019-02-04 0.2905
2019-02-05 0.2857
2019-02-06 0.2819
2019-02-07 0.2784
2019-02-08 0.2754
2019-02-09 0.2733
2019-02-10 0.2706
2019-02-11 0.26885
2019-02-12 0.2677
2019-02-13 0.2671
2019-02-14 0.26705
2019-02-15 0.26785
2019-02-16 0.26905
2019-02-17 0.2716
2019-02-18 0.2744
2019-02-19 0.2774
2019-02-20 0.2815
2019-02-21 0.286
2019-02-22 0.29085
2019-02-23 0.2962
2019-02-24 0.30145
2019-02-25 0.3073
2019-02-26 0.3125
2019-02-27 0.3181
2019-02-28 0.32315
2019-03-01 0.3285
2019-03-02 0.33345
2019-03-03 0.3384
2019-03-04 0.3435
2019-03-05 0.3475
2019-03-06 0.35145
2019-03-07 0.3552
2019-03-08 0.3585
2019-03-09 0.3619
2019-03-10 0.36485
2019-03-11 0.36835
2019-03-12 0.3714
2019-03-13 0.374
2019-03-14 0.3766
2019-03-15 0.3792
2019-03-16 0.3816
2019-03-17 0.38325
2019-03-18 0.3851
2019-03-19 0.3865
2019-03-20 0.3879
2019-03-21 0.3888
2019-03-22 0.3897
2019-03-23 0.3907
2019-03-24 0.39145
2019-03-25 0.3923
2019-03-26 0.3927
2019-03-27 0.39325
2019-03-28 0.3939
2019-03-29 0.3939
2019-03-30 0.3938
2019-03-31 0.39385
2019-04-01 0.3937
2019-04-02 0.394
2019-04-03 0.3943
2019-04-04 0.3941
2019-04-05 0.3943
2019-04-06 0.3946
2019-04-07 0.3952
2019-04-08 0.39545
2019-04-09 0.3965
2019-04-10 0.3978
2019-04-11 0.3991
2019-04-12 0.4006
2019-04-13 0.4024
2019-04-14 0.4046
2019-04-15 0.4076
2019-04-16 0.41025
2019-04-17 0.4134
2019-04-18 0.4168
2019-04-19 0.4206
2019-04-20 0.4245
2019-04-21 0.429
2019-04-22 0.4337
2019-04-23 0.4383
2019-04-24 0.4435
2019-04-25 0.4488
2019-04-26 0.4547
2019-04-27 0.4605
2019-04-28 0.4667
2019-04-29 0.4728
2019-04-30 0.47895
2019-05-01 0.4853
2019-05-02 0.49195
2019-05-03 0.4988
2019-05-04 0.5058
2019-05-05 0.51315
2019-05-06 0.52085
2019-05-07 0.5286
2019-05-08 0.5359
2019-05-09 0.5431
2019-05-10 0.55095
2019-05-11 0.55795
2019-05-12 0.5655
2019-05-13 0.57245
2019-05-14 0.58
2019-05-15 0.5876
2019-05-16 0.5942
2019-05-17 0.6013
2019-05-18 0.6086
2019-05-19 0.61555
2019-05-20 0.6224
2019-05-21 0.6285
2019-05-22 0.63485
2019-05-23 0.64145
2019-05-24 0.6477
2019-05-25 0.65385
2019-05-26 0.6599
2019-05-27 0.6657
2019-05-28 0.6716
2019-05-29 0.6771
2019-05-30 0.6827
2019-05-31 0.68835
2019-06-01 0.6941
2019-06-02 0.7
2019-06-03 0.7056
2019-06-04 0.7107
2019-06-05 0.7157
2019-06-06 0.7208
2019-06-07 0.72565
2019-06-08 0.7303
2019-06-09 0.73515
2019-06-10 0.73975
2019-06-11 0.7438
2019-06-12 0.7477
2019-06-13 0.75175
2019-06-14 0.7557
2019-06-15 0.7592
2019-06-16 0.7633
2019-06-17 0.7668
2019-06-18 0.77025
2019-06-19 0.7733
