Date Index
2019-01-01 0.844
2019-01-02 0.8373
2019-01-03 0.8311
2019-01-04 0.82477
2019-01-05 0.8168
2019-01-06 0.80794
2019-01-07 0.80017
2019-01-08 0.79144
2019-01-09 0.78417
2019-01-10 0.7751
2019-01-11 0.7669
2019-01-12 0.759
2019-01-13 0.7497
2019-01-14 0.74124
2019-01-15 0.7318
2019-01-16 0.72314
2019-01-17 0.71487
2019-01-18 0.7064
2019-01-19 0.6987
2019-01-20 0.69037
2019-01-21 0.682
2019-01-22 0.67367
2019-01-23 0.66474
2019-01-24 0.6567
2019-01-25 0.6484
2019-01-26 0.64067
2019-01-27 0.6336
2019-01-28 0.62707
2019-01-29 0.6197
2019-01-30 0.6128
2019-01-31 0.6073
2019-02-01 0.6011
2019-02-02 0.59544
2019-02-03 0.5904
2019-02-04 0.58557
2019-02-05 0.5819
2019-02-06 0.57847
2019-02-07 0.57427
2019-02-08 0.57124
2019-02-09 0.568
2019-02-10 0.56387
2019-02-11 0.5611
2019-02-12 0.55827
2019-02-13 0.5554
2019-02-14 0.5524
2019-02-15 0.54947
2019-02-16 0.54777
2019-02-17 0.54644
2019-02-18 0.54524
2019-02-19 0.543
2019-02-20 0.5423
2019-02-21 0.5415
2019-02-22 0.5413
2019-02-23 0.54117
2019-02-24 0.5412
2019-02-25 0.54147
2019-02-26 0.5418
2019-02-27 0.542
2019-02-28 0.5424
2019-03-01 0.54327
2019-03-02 0.54477
2019-03-03 0.54627
2019-03-04 0.5472
2019-03-05 0.5489
2019-03-06 0.5507
2019-03-07 0.5521
2019-03-08 0.5538
2019-03-09 0.55567
2019-03-10 0.5573
2019-03-11 0.559
2019-03-12 0.5603
2019-03-13 0.56157
2019-03-14 0.56294
2019-03-15 0.56427
2019-03-16 0.5653
2019-03-17 0.5663
2019-03-18 0.56767
2019-03-19 0.5688
2019-03-20 0.56937
2019-03-21 0.57037
2019-03-22 0.57154
2019-03-23 0.5724
2019-03-24 0.57367
2019-03-25 0.5747
2019-03-26 0.5759
2019-03-27 0.57777
2019-03-28 0.5792
2019-03-29 0.58107
2019-03-30 0.5826
2019-03-31 0.5848
2019-04-01 0.5862
2019-04-02 0.58827
2019-04-03 0.5906
2019-04-04 0.59327
2019-04-05 0.5956
2019-04-06 0.59797
2019-04-07 0.60087
2019-04-08 0.6041
2019-04-09 0.60737
2019-04-10 0.6103
2019-04-11 0.614
2019-04-12 0.61757
2019-04-13 0.62167
2019-04-14 0.62577
2019-04-15 0.6301
2019-04-16 0.63497
2019-04-17 0.63967
2019-04-18 0.644
2019-04-19 0.6485
2019-04-20 0.6531
2019-04-21 0.6581
2019-04-22 0.6633
2019-04-23 0.66867
2019-04-24 0.6739
2019-04-25 0.6794
2019-04-26 0.68487
2019-04-27 0.69067
2019-04-28 0.6964
2019-04-29 0.7027
2019-04-30 0.7086
2019-05-01 0.71557
2019-05-02 0.72187
2019-05-03 0.7283
2019-05-04 0.73527
2019-05-05 0.7418
2019-05-06 0.7486
2019-05-07 0.7561
2019-05-08 0.7633
2019-05-09 0.7707
2019-05-10 0.7778
2019-05-11 0.7852
2019-05-12 0.79197
2019-05-13 0.79847
2019-05-14 0.80517
2019-05-15 0.81127
2019-05-16 0.8169
2019-05-17 0.8232
2019-05-18 0.8288
2019-05-19 0.8341
2019-05-20 0.8391
2019-05-21 0.84417
2019-05-22 0.8491
2019-05-23 0.8533
2019-05-24 0.8573
2019-05-25 0.8612
2019-05-26 0.8645
2019-05-27 0.8677
2019-05-28 0.8707
2019-05-29 0.8732
2019-05-30 0.8757
2019-05-31 0.8776
2019-06-01 0.87997
2019-06-02 0.8818
2019-06-03 0.8834
2019-06-04 0.8851
2019-06-05 0.8867
2019-06-06 0.8878
2019-06-07 0.8887
2019-06-08 0.8898
2019-06-09 0.8908
2019-06-10 0.89147
2019-06-11 0.8918
2019-06-12 0.8924
2019-06-13 0.8929
2019-06-14 0.8932
2019-06-15 0.8936
2019-06-16 0.894
2019-06-17 0.8944
2019-06-18 0.8948
2019-06-19 0.8951
2019-06-20 0.8952
2019-06-21 0.8955
2019-06-22 0.8956
2019-06-23 0.8959
2019-06-24 0.8962
2019-06-25 0.8965
2019-06-26 0.8966
2019-06-27 0.8969
2019-06-28 0.89717
2019-06-29 0.8974
2019-06-30 0.8975
2019-07-01 0.8976
2019-07-02 0.8977
2019-07-03 0.8975
2019-07-04 0.8975
2019-07-05 0.8975
2019-07-06 0.8974
2019-07-07 0.8973
2019-07-08 0.8972
2019-07-09 0.8971
2019-07-10 0.8969
2019-07-11 0.8967
2019-07-12 0.8963
2019-07-13 0.8961
2019-07-14 0.8959
2019-07-15 0.8957
2019-07-16 0.8953
2019-07-17 0.89497
2019-07-18 0.8945
2019-07-19 0.8942
2019-07-20 0.8942
2019-07-21 0.8939
2019-07-22 0.8936
2019-07-23 0.8933
2019-07-24 0.893
2019-07-25 0.8928
2019-07-26 0.8924
2019-07-27 0.8922
2019-07-28 0.892
2019-07-29 0.8919
2019-07-30 0.8919
2019-07-31 0.8917
2019-08-01 0.8915
2019-08-02 0.8915
2019-08-03 0.8915
2019-08-04 0.8914
2019-08-05 0.8913
2019-08-06 0.8912
2019-08-07 0.89107
2019-08-08 0.8909
2019-08-09 0.8909
2019-08-10 0.891
2019-08-11 0.891
2019-08-12 0.8911
2019-08-13 0.891
2019-08-14 0.8911
2019-08-15 0.8913
2019-08-16 0.8913
2019-08-17 0.89147
2019-08-18 0.89157
2019-08-19 0.8917
2019-08-20 0.8918
2019-08-21 0.8919
2019-08-22 0.8919
2019-08-23 0.892
2019-08-24 0.89207
2019-08-25 0.892
2019-08-26 0.8921
2019-08-27 0.8922
2019-08-28 0.89237
2019-08-29 0.8924
2019-08-30 0.8926
2019-08-31 0.8928
2019-09-01 0.8929
2019-09-02 0.893
2019-09-03 0.893
2019-09-04 0.893
2019-09-05 0.8931
2019-09-06 0.8931
2019-09-07 0.89307
2019-09-08 0.8931
2019-09-09 0.8929
2019-09-10 0.8928
2019-09-11 0.8927
2019-09-12 0.8924
2019-09-13 0.892
2019-09-14 0.8915
2019-09-15 0.8909
2019-09-16 0.8903
2019-09-17 0.8893
2019-09-18 0.8883
2019-09-19 0.8872
2019-09-20 0.8859
2019-09-21 0.8844
2019-09-22 0.8826
2019-09-23 0.8808
2019-09-24 0.8789
2019-09-25 0.8767
2019-09-26 0.8741
2019-09-27 0.8714
2019-09-28 0.8686
2019-09-29 0.8656
2019-09-30 0.86217
2019-10-01 0.85877
2019-10-02 0.855
2019-10-03 0.8512
2019-10-04 0.8472
2019-10-05 0.8428
2019-10-06 0.8385
2019-10-07 0.8338
2019-10-08 0.829
2019-10-09 0.8245
2019-10-10 0.8194
2019-10-11 0.81447
2019-10-12 0.80887
2019-10-13 0.8037
2019-10-14 0.79827
2019-10-15 0.7928
2019-10-16 0.7872
2019-10-17 0.7818
2019-10-18 0.7759
2019-10-19 0.7704
2019-10-20 0.7649
2019-10-21 0.7593
2019-10-22 0.754
2019-10-23 0.7487
2019-10-24 0.7438
2019-10-25 0.73917
2019-10-26 0.7342
2019-10-27 0.7297
2019-10-28 0.7251
2019-10-29 0.7207
2019-10-30 0.716
2019-10-31 0.71177
2019-11-01 0.70747
2019-11-02 0.7036
2019-11-03 0.6991
2019-11-04 0.6951
2019-11-05 0.6914
2019-11-06 0.6875
2019-11-07 0.6836
2019-11-08 0.6799
2019-11-09 0.6766
2019-11-10 0.6734
2019-11-11 0.6699
2019-11-12 0.6663
2019-11-13 0.6631
2019-11-14 0.66027
2019-11-15 0.6577
2019-11-16 0.65517
2019-11-17 0.65257
2019-11-18 0.6502
2019-11-19 0.6481
2019-11-20 0.6458
2019-11-21 0.64387
2019-11-22 0.64187
2019-11-23 0.64017
2019-11-24 0.63887
2019-11-25 0.6375
2019-11-26 0.63607
2019-11-27 0.6345
2019-11-28 0.6334
2019-11-29 0.6315
2019-11-30 0.6303
2019-12-01 0.63004
2019-12-02 0.6294
2019-12-03 0.6289
2019-12-04 0.6285
2019-12-05 0.62857
2019-12-06 0.6281
2019-12-07 0.6284
2019-12-08 0.62857
2019-12-09 0.62897
2019-12-10 0.62907
2019-12-11 0.629
2019-12-12 0.62977
2019-12-13 0.6303
2019-12-14 0.6303
2019-12-15 0.6309
2019-12-16 0.6311
